item_id,system,agent_count,task_id,backbone,coord_tokens,work_tokens,total_tokens,coord_pct,system_description,your_label,ground_truth_label
cb44980a_sbus,sbus,16,astropy__astropy-13977,gpt-4o-mini,980,15791,16771,5.8%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (980): tokens spent reading shard content. Work tokens (15791): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
03d32b8d_lang,langgraph,4,django__django-10999,gpt-4o-mini,17922,3030,20952,85.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (17922): supervisor prompt+completion (routing/synthesis). Work tokens (3030): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
972d2cee_crew,crewai,8,astropy__astropy-13453,gpt-4o-mini,353220,18345,371565,95.1%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (353220): shared context broadcast + coordinator calls. Work tokens (18345): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
011fe103_crew,crewai,8,astropy__astropy-13453,gpt-4o-mini,1696335,41990,1738325,97.6%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1696335): shared context broadcast + coordinator calls. Work tokens (41990): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
5b0f9d30_auto,autogen,4,django__django-11066,gpt-4o-mini,233420,8336,241756,96.6%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (233420): full message history (growing context). Work tokens (8336): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
036900f6_sbus,sbus,4,django__django-10973,gpt-4o-mini,3053,13290,16343,18.7%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3053): tokens spent reading shard content. Work tokens (13290): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
dd68cf60_lang,langgraph,16,astropy__astropy-12907,gpt-4o-mini,7347,989,8336,88.1%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (7347): supervisor prompt+completion (routing/synthesis). Work tokens (989): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
692e0cc8_sbus,sbus,16,django__django-11087,gpt-4o-mini,1132,37659,38791,2.9%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1132): tokens spent reading shard content. Work tokens (37659): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
ba069e7f_lang,langgraph,16,astropy__astropy-12907,gpt-4o-mini,7042,928,7970,88.4%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (7042): supervisor prompt+completion (routing/synthesis). Work tokens (928): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
adb1e96e_crew,crewai,8,django__django-10880,gpt-4o-mini,93355,14560,107915,86.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (93355): shared context broadcast + coordinator calls. Work tokens (14560): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
87aa2832_lang,langgraph,4,django__django-11099,gpt-4o-mini,18371,3321,21692,84.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (18371): supervisor prompt+completion (routing/synthesis). Work tokens (3321): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
1405f221_auto,autogen,8,astropy__astropy-13398,gpt-4o-mini,416933,13096,430029,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (416933): full message history (growing context). Work tokens (13096): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
0b957699_lang,langgraph,4,django__django-10880,gpt-4o-mini,17747,3207,20954,84.7%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (17747): supervisor prompt+completion (routing/synthesis). Work tokens (3207): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
28956cf0_auto,autogen,8,django__django-10973,gpt-4o-mini,352155,13437,365592,96.3%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (352155): full message history (growing context). Work tokens (13437): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
cdfcdb85_sbus,sbus,8,astropy__astropy-13033,gpt-4o-mini,1929,23646,25575,7.5%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1929): tokens spent reading shard content. Work tokens (23646): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
f3b3e0ee_auto,autogen,8,django__django-10999,gpt-4o-mini,274882,9214,284096,96.8%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (274882): full message history (growing context). Work tokens (9214): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
9db29329_crew,crewai,16,sympy__sympy-11618,gpt-4o-mini,89755,13275,103030,87.1%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (89755): shared context broadcast + coordinator calls. Work tokens (13275): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
b7b7b48c_crew,crewai,16,django__django-10999,gpt-4o-mini,1300315,38110,1338425,97.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (1300315): shared context broadcast + coordinator calls. Work tokens (38110): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
6a6175c8_sbus,sbus,8,django__django-10999,gpt-4o-mini,1654,10832,12486,13.2%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1654): tokens spent reading shard content. Work tokens (10832): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
19232e77_crew,crewai,4,django__django-10880,gpt-4o-mini,80395,11955,92350,87.1%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (80395): shared context broadcast + coordinator calls. Work tokens (11955): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
fc6a8106_sbus,sbus,16,astropy__astropy-14096,gpt-4o-mini,1197,6982,8179,14.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1197): tokens spent reading shard content. Work tokens (6982): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
e2d1a4a2_auto,autogen,8,astropy__astropy-13579,gpt-4o-mini,477680,14752,492432,97.0%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (477680): full message history (growing context). Work tokens (14752): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
5d9f055a_auto,autogen,4,astropy__astropy-13033,gpt-4o-mini,312557,11565,324122,96.4%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (312557): full message history (growing context). Work tokens (11565): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
778d97b1_crew,crewai,16,astropy__astropy-14096,gpt-4o-mini,141950,17265,159215,89.2%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (141950): shared context broadcast + coordinator calls. Work tokens (17265): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
daf97c82_crew,crewai,16,django__django-10999,gpt-4o-mini,151700,17475,169175,89.7%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (151700): shared context broadcast + coordinator calls. Work tokens (17475): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
a84ecc06_lang,langgraph,4,astropy__astropy-13398,gpt-4o-mini,26736,3134,29870,89.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (26736): supervisor prompt+completion (routing/synthesis). Work tokens (3134): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
c9624863_sbus,sbus,8,django__django-10880,gpt-4o-mini,1676,6667,8343,20.1%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (1676): tokens spent reading shard content. Work tokens (6667): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
73de7f1e_auto,autogen,16,astropy__astropy-13236,gpt-4o-mini,536985,15926,552911,97.1%,"AutoGen RoundRobin: each agent reads the FULL message history at each step. The history grows monotonically, accumulating all prior agent outputs. Coord tokens (536985): full message history (growing context). Work tokens (15926): agent completion tokens (actual task output).",COORD,COORD_WORK_MIXED
edb8304c_sbus,sbus,4,django__django-11095,gpt-4o-mini,3233,14159,17392,18.6%,"S-Bus agent: reads its owned shard via HTTP GET, then calls the LLM to generate a delta (task output). The LLM sees only its own shard content. Coord tokens (3233): tokens spent reading shard content. Work tokens (14159): tokens in the LLM prompt+completion for the task.",WORK,COORD_WORK_MIXED
bdf045c9_crew,crewai,16,astropy__astropy-13579,gpt-4o-mini,275850,18160,294010,93.8%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (275850): shared context broadcast + coordinator calls. Work tokens (18160): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
8cfc7fb2_lang,langgraph,4,django__django-10880,gpt-4o-mini,17282,3165,20447,84.5%,"LangGraph supervisor: manages a graph of worker agents. The supervisor LLM reads all worker outputs, synthesises context, and routes to the next node. Coord tokens (17282): supervisor prompt+completion (routing/synthesis). Work tokens (3165): worker completion tokens (actual task output).",COORD,COORD_WORK_MIXED
3f2dc52f_crew,crewai,8,sympy__sympy-12481,gpt-4o-mini,96760,14635,111395,86.9%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (96760): shared context broadcast + coordinator calls. Work tokens (14635): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
7bdb9197_crew,crewai,8,astropy__astropy-13977,gpt-4o-mini,177990,14430,192420,92.5%,CrewAI coordinator: broadcasts task context to all agents each step. Each agent reads the full shared context before producing output. Coord tokens (177990): shared context broadcast + coordinator calls. Work tokens (14430): agent completion tokens (actual task output).,COORD,COORD_WORK_MIXED
